title,price,image_url,url
Vileplume,£170.00,https://scrapeme.live/wp-content/uploads/2018/08/045-350x350.png,https://scrapeme.live/shop/Vileplume/
Paras,£168.00,https://scrapeme.live/wp-content/uploads/2018/08/046-350x350.png,https://scrapeme.live/shop/Paras/
Parasect,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/047-350x350.png,https://scrapeme.live/shop/Parasect/
Venonat,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/048-350x350.png,https://scrapeme.live/shop/Venonat/
Venomoth,£53.00,https://scrapeme.live/wp-content/uploads/2018/08/049-350x350.png,https://scrapeme.live/shop/Venomoth/
Diglett,£122.00,https://scrapeme.live/wp-content/uploads/2018/08/050-350x350.png,https://scrapeme.live/shop/Diglett/
Dugtrio,£111.00,https://scrapeme.live/wp-content/uploads/2018/08/051-350x350.png,https://scrapeme.live/shop/Dugtrio/
Meowth,£131.00,https://scrapeme.live/wp-content/uploads/2018/08/052-350x350.png,https://scrapeme.live/shop/Meowth/
Persian,£200.00,https://scrapeme.live/wp-content/uploads/2018/08/053-350x350.png,https://scrapeme.live/shop/Persian/
Psyduck,£182.00,https://scrapeme.live/wp-content/uploads/2018/08/054-350x350.png,https://scrapeme.live/shop/Psyduck/
Golduck,£31.00,https://scrapeme.live/wp-content/uploads/2018/08/055-350x350.png,https://scrapeme.live/shop/Golduck/
Mankey,£125.00,https://scrapeme.live/wp-content/uploads/2018/08/056-350x350.png,https://scrapeme.live/shop/Mankey/
Primeape,£86.00,https://scrapeme.live/wp-content/uploads/2018/08/057-350x350.png,https://scrapeme.live/shop/Primeape/
Growlithe,£30.00,https://scrapeme.live/wp-content/uploads/2018/08/058-350x350.png,https://scrapeme.live/shop/Growlithe/
Arcanine,£69.00,https://scrapeme.live/wp-content/uploads/2018/08/059-350x350.png,https://scrapeme.live/shop/Arcanine/
Poliwag,£174.00,https://scrapeme.live/wp-content/uploads/2018/08/060-350x350.png,https://scrapeme.live/shop/Poliwag/
Poliwhirl,£121.00,https://scrapeme.live/wp-content/uploads/2018/08/061-350x350.png,https://scrapeme.live/shop/Poliwhirl/
Poliwrath,£152.00,https://scrapeme.live/wp-content/uploads/2018/08/062-350x350.png,https://scrapeme.live/shop/Poliwrath/
Abra,£141.00,https://scrapeme.live/wp-content/uploads/2018/08/063-350x350.png,https://scrapeme.live/shop/Abra/
Kadabra,£129.00,https://scrapeme.live/wp-content/uploads/2018/08/064-350x350.png,https://scrapeme.live/shop/Kadabra/
Alakazam,£40.00,https://scrapeme.live/wp-content/uploads/2018/08/065-350x350.png,https://scrapeme.live/shop/Alakazam/
Machop,£166.00,https://scrapeme.live/wp-content/uploads/2018/08/066-350x350.png,https://scrapeme.live/shop/Machop/
Machoke,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/067-350x350.png,https://scrapeme.live/shop/Machoke/
Machamp,£121.00,https://scrapeme.live/wp-content/uploads/2018/08/068-350x350.png,https://scrapeme.live/shop/Machamp/
Bellsprout,£74.00,https://scrapeme.live/wp-content/uploads/2018/08/069-350x350.png,https://scrapeme.live/shop/Bellsprout/
Weepinbell,£26.00,https://scrapeme.live/wp-content/uploads/2018/08/070-350x350.png,https://scrapeme.live/shop/Weepinbell/
Victreebel,£68.00,https://scrapeme.live/wp-content/uploads/2018/08/071-350x350.png,https://scrapeme.live/shop/Victreebel/
Tentacool,£186.00,https://scrapeme.live/wp-content/uploads/2018/08/072-350x350.png,https://scrapeme.live/shop/Tentacool/
Tentacruel,£65.00,https://scrapeme.live/wp-content/uploads/2018/08/073-350x350.png,https://scrapeme.live/shop/Tentacruel/
Geodude,£32.00,https://scrapeme.live/wp-content/uploads/2018/08/074-350x350.png,https://scrapeme.live/shop/Geodude/
Graveler,£182.00,https://scrapeme.live/wp-content/uploads/2018/08/075-350x350.png,https://scrapeme.live/shop/Graveler/
Golem,£103.00,https://scrapeme.live/wp-content/uploads/2018/08/076-350x350.png,https://scrapeme.live/shop/Golem/
Ponyta,£53.00,https://scrapeme.live/wp-content/uploads/2018/08/077-350x350.png,https://scrapeme.live/shop/Ponyta/
Rapidash,£98.00,https://scrapeme.live/wp-content/uploads/2018/08/078-350x350.png,https://scrapeme.live/shop/Rapidash/
Slowpoke,£109.00,https://scrapeme.live/wp-content/uploads/2018/08/079-350x350.png,https://scrapeme.live/shop/Slowpoke/
Slowbro,£179.00,https://scrapeme.live/wp-content/uploads/2018/08/080-350x350.png,https://scrapeme.live/shop/Slowbro/
Magnemite,£100.00,https://scrapeme.live/wp-content/uploads/2018/08/081-350x350.png,https://scrapeme.live/shop/Magnemite/
Magneton,£191.00,https://scrapeme.live/wp-content/uploads/2018/08/082-350x350.png,https://scrapeme.live/shop/Magneton/
Farfetchd,£185.00,https://scrapeme.live/wp-content/uploads/2018/08/083-350x350.png,https://scrapeme.live/shop/Farfetchd/
Doduo,£73.00,https://scrapeme.live/wp-content/uploads/2018/08/084-350x350.png,https://scrapeme.live/shop/Doduo/
Dodrio,£138.00,https://scrapeme.live/wp-content/uploads/2018/08/085-350x350.png,https://scrapeme.live/shop/Dodrio/
Seel,£164.00,https://scrapeme.live/wp-content/uploads/2018/08/086-350x350.png,https://scrapeme.live/shop/Seel/
Dewgong,£70.00,https://scrapeme.live/wp-content/uploads/2018/08/087-350x350.png,https://scrapeme.live/shop/Dewgong/
Grimer,£147.00,https://scrapeme.live/wp-content/uploads/2018/08/088-350x350.png,https://scrapeme.live/shop/Grimer/
Muk,£187.00,https://scrapeme.live/wp-content/uploads/2018/08/089-350x350.png,https://scrapeme.live/shop/Muk/
Shellder,£138.00,https://scrapeme.live/wp-content/uploads/2018/08/090-350x350.png,https://scrapeme.live/shop/Shellder/
Cloyster,£199.00,https://scrapeme.live/wp-content/uploads/2018/08/091-350x350.png,https://scrapeme.live/shop/Cloyster/
Gastly,£179.00,https://scrapeme.live/wp-content/uploads/2018/08/092-350x350.png,https://scrapeme.live/shop/Gastly/
Haunter,£42.00,https://scrapeme.live/wp-content/uploads/2018/08/093-350x350.png,https://scrapeme.live/shop/Haunter/
Gengar,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/094-350x350.png,https://scrapeme.live/shop/Gengar/
Onix,£37.00,https://scrapeme.live/wp-content/uploads/2018/08/095-350x350.png,https://scrapeme.live/shop/Onix/
Drowzee,£40.00,https://scrapeme.live/wp-content/uploads/2018/08/096-350x350.png,https://scrapeme.live/shop/Drowzee/
Hypno,£198.00,https://scrapeme.live/wp-content/uploads/2018/08/097-350x350.png,https://scrapeme.live/shop/Hypno/
Krabby,£64.00,https://scrapeme.live/wp-content/uploads/2018/08/098-350x350.png,https://scrapeme.live/shop/Krabby/
Kingler,£72.00,https://scrapeme.live/wp-content/uploads/2018/08/099-350x350.png,https://scrapeme.live/shop/Kingler/
Voltorb,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/100-350x350.png,https://scrapeme.live/shop/Voltorb/
Electrode,£100.00,https://scrapeme.live/wp-content/uploads/2018/08/101-350x350.png,https://scrapeme.live/shop/Electrode/
Exeggcute,£126.00,https://scrapeme.live/wp-content/uploads/2018/08/102-350x350.png,https://scrapeme.live/shop/Exeggcute/
Exeggutor,£68.00,https://scrapeme.live/wp-content/uploads/2018/08/103-350x350.png,https://scrapeme.live/shop/Exeggutor/
Cubone,£177.00,https://scrapeme.live/wp-content/uploads/2018/08/104-350x350.png,https://scrapeme.live/shop/Cubone/
Marowak,£36.00,https://scrapeme.live/wp-content/uploads/2018/08/105-350x350.png,https://scrapeme.live/shop/Marowak/
Hitmonlee,£73.00,https://scrapeme.live/wp-content/uploads/2018/08/106-350x350.png,https://scrapeme.live/shop/Hitmonlee/
Hitmonchan,£91.00,https://scrapeme.live/wp-content/uploads/2018/08/107-350x350.png,https://scrapeme.live/shop/Hitmonchan/
Lickitung,£142.00,https://scrapeme.live/wp-content/uploads/2018/08/108-350x350.png,https://scrapeme.live/shop/Lickitung/
Koffing,£38.00,https://scrapeme.live/wp-content/uploads/2018/08/109-350x350.png,https://scrapeme.live/shop/Koffing/
Weezing,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/110-350x350.png,https://scrapeme.live/shop/Weezing/
Rhyhorn,£124.00,https://scrapeme.live/wp-content/uploads/2018/08/111-350x350.png,https://scrapeme.live/shop/Rhyhorn/
Rhydon,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/112-350x350.png,https://scrapeme.live/shop/Rhydon/
Chansey,£176.00,https://scrapeme.live/wp-content/uploads/2018/08/113-350x350.png,https://scrapeme.live/shop/Chansey/
Tangela,£64.00,https://scrapeme.live/wp-content/uploads/2018/08/114-350x350.png,https://scrapeme.live/shop/Tangela/
Kangaskhan,£164.00,https://scrapeme.live/wp-content/uploads/2018/08/115-350x350.png,https://scrapeme.live/shop/Kangaskhan/
Horsea,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/116-350x350.png,https://scrapeme.live/shop/Horsea/
Seadra,£51.00,https://scrapeme.live/wp-content/uploads/2018/08/117-350x350.png,https://scrapeme.live/shop/Seadra/
Goldeen,£170.00,https://scrapeme.live/wp-content/uploads/2018/08/118-350x350.png,https://scrapeme.live/shop/Goldeen/
Seaking,£129.00,https://scrapeme.live/wp-content/uploads/2018/08/119-350x350.png,https://scrapeme.live/shop/Seaking/
Staryu,£166.00,https://scrapeme.live/wp-content/uploads/2018/08/120-350x350.png,https://scrapeme.live/shop/Staryu/
Starmie,£176.00,https://scrapeme.live/wp-content/uploads/2018/08/121-350x350.png,https://scrapeme.live/shop/Starmie/
Mr-mime,£144.00,https://scrapeme.live/wp-content/uploads/2018/08/122-350x350.png,https://scrapeme.live/shop/Mr-mime/
Scyther,£85.00,https://scrapeme.live/wp-content/uploads/2018/08/123-350x350.png,https://scrapeme.live/shop/Scyther/
Jynx,£138.00,https://scrapeme.live/wp-content/uploads/2018/08/124-350x350.png,https://scrapeme.live/shop/Jynx/
Electabuzz,£125.00,https://scrapeme.live/wp-content/uploads/2018/08/125-350x350.png,https://scrapeme.live/shop/Electabuzz/
Magmar,£130.00,https://scrapeme.live/wp-content/uploads/2018/08/126-350x350.png,https://scrapeme.live/shop/Magmar/
Pinsir,£141.00,https://scrapeme.live/wp-content/uploads/2018/08/127-350x350.png,https://scrapeme.live/shop/Pinsir/
Tauros,£63.00,https://scrapeme.live/wp-content/uploads/2018/08/128-350x350.png,https://scrapeme.live/shop/Tauros/
Magikarp,£43.00,https://scrapeme.live/wp-content/uploads/2018/08/129-350x350.png,https://scrapeme.live/shop/Magikarp/
Gyarados,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/130-350x350.png,https://scrapeme.live/shop/Gyarados/
Lapras,£172.00,https://scrapeme.live/wp-content/uploads/2018/08/131-350x350.png,https://scrapeme.live/shop/Lapras/
Ditto,£75.00,https://scrapeme.live/wp-content/uploads/2018/08/132-350x350.png,https://scrapeme.live/shop/Ditto/
Eevee,£112.00,https://scrapeme.live/wp-content/uploads/2018/08/133-350x350.png,https://scrapeme.live/shop/Eevee/
Vaporeon,£147.00,https://scrapeme.live/wp-content/uploads/2018/08/134-350x350.png,https://scrapeme.live/shop/Vaporeon/
Jolteon,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/135-350x350.png,https://scrapeme.live/shop/Jolteon/
Flareon,£34.00,https://scrapeme.live/wp-content/uploads/2018/08/136-350x350.png,https://scrapeme.live/shop/Flareon/
Porygon,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/137-350x350.png,https://scrapeme.live/shop/Porygon/
Omanyte,£162.00,https://scrapeme.live/wp-content/uploads/2018/08/138-350x350.png,https://scrapeme.live/shop/Omanyte/
Omastar,£61.00,https://scrapeme.live/wp-content/uploads/2018/08/139-350x350.png,https://scrapeme.live/shop/Omastar/
Kabuto,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/140-350x350.png,https://scrapeme.live/shop/Kabuto/
Kabutops,£57.00,https://scrapeme.live/wp-content/uploads/2018/08/141-350x350.png,https://scrapeme.live/shop/Kabutops/
Aerodactyl,£56.00,https://scrapeme.live/wp-content/uploads/2018/08/142-350x350.png,https://scrapeme.live/shop/Aerodactyl/
Snorlax,£134.00,https://scrapeme.live/wp-content/uploads/2018/08/143-350x350.png,https://scrapeme.live/shop/Snorlax/
Articuno,£77.00,https://scrapeme.live/wp-content/uploads/2018/08/144-350x350.png,https://scrapeme.live/shop/Articuno/
Zapdos,£133.00,https://scrapeme.live/wp-content/uploads/2018/08/145-350x350.png,https://scrapeme.live/shop/Zapdos/
Moltres,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/146-350x350.png,https://scrapeme.live/shop/Moltres/
Dratini,£94.00,https://scrapeme.live/wp-content/uploads/2018/08/147-350x350.png,https://scrapeme.live/shop/Dratini/
Dragonair,£57.00,https://scrapeme.live/wp-content/uploads/2018/08/148-350x350.png,https://scrapeme.live/shop/Dragonair/
Dragonite,£69.00,https://scrapeme.live/wp-content/uploads/2018/08/149-350x350.png,https://scrapeme.live/shop/Dragonite/
Mewtwo,£43.00,https://scrapeme.live/wp-content/uploads/2018/08/150-350x350.png,https://scrapeme.live/shop/Mewtwo/
Mew,£136.00,https://scrapeme.live/wp-content/uploads/2018/08/151-350x350.png,https://scrapeme.live/shop/Mew/
Chikorita,£127.00,https://scrapeme.live/wp-content/uploads/2018/08/152-350x350.png,https://scrapeme.live/shop/Chikorita/
Bayleef,£44.00,https://scrapeme.live/wp-content/uploads/2018/08/153-350x350.png,https://scrapeme.live/shop/Bayleef/
Meganium,£163.00,https://scrapeme.live/wp-content/uploads/2018/08/154-350x350.png,https://scrapeme.live/shop/Meganium/
Cyndaquil,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/155-350x350.png,https://scrapeme.live/shop/Cyndaquil/
Quilava,£85.00,https://scrapeme.live/wp-content/uploads/2018/08/156-350x350.png,https://scrapeme.live/shop/Quilava/
Typhlosion,£191.00,https://scrapeme.live/wp-content/uploads/2018/08/157-350x350.png,https://scrapeme.live/shop/Typhlosion/
Totodile,£190.00,https://scrapeme.live/wp-content/uploads/2018/08/158-350x350.png,https://scrapeme.live/shop/Totodile/
Croconaw,£175.00,https://scrapeme.live/wp-content/uploads/2018/08/159-350x350.png,https://scrapeme.live/shop/Croconaw/
Feraligatr,£183.00,https://scrapeme.live/wp-content/uploads/2018/08/160-350x350.png,https://scrapeme.live/shop/Feraligatr/
Sentret,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/161-350x350.png,https://scrapeme.live/shop/Sentret/
Furret,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/162-350x350.png,https://scrapeme.live/shop/Furret/
Hoothoot,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/163-350x350.png,https://scrapeme.live/shop/Hoothoot/
Noctowl,£170.00,https://scrapeme.live/wp-content/uploads/2018/08/164-350x350.png,https://scrapeme.live/shop/Noctowl/
Ledyba,£98.00,https://scrapeme.live/wp-content/uploads/2018/08/165-350x350.png,https://scrapeme.live/shop/Ledyba/
Ledian,£136.00,https://scrapeme.live/wp-content/uploads/2018/08/166-350x350.png,https://scrapeme.live/shop/Ledian/
Spinarak,£199.00,https://scrapeme.live/wp-content/uploads/2018/08/167-350x350.png,https://scrapeme.live/shop/Spinarak/
Ariados,£85.00,https://scrapeme.live/wp-content/uploads/2018/08/168-350x350.png,https://scrapeme.live/shop/Ariados/
Crobat,£195.00,https://scrapeme.live/wp-content/uploads/2018/08/169-350x350.png,https://scrapeme.live/shop/Crobat/
Chinchou,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/170-350x350.png,https://scrapeme.live/shop/Chinchou/
Lanturn,£131.00,https://scrapeme.live/wp-content/uploads/2018/08/171-350x350.png,https://scrapeme.live/shop/Lanturn/
Pichu,£193.00,https://scrapeme.live/wp-content/uploads/2018/08/172-350x350.png,https://scrapeme.live/shop/Pichu/
Cleffa,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/173-350x350.png,https://scrapeme.live/shop/Cleffa/
Igglybuff,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/174-350x350.png,https://scrapeme.live/shop/Igglybuff/
Togepi,£47.00,https://scrapeme.live/wp-content/uploads/2018/08/175-350x350.png,https://scrapeme.live/shop/Togepi/
Togetic,£69.00,https://scrapeme.live/wp-content/uploads/2018/08/176-350x350.png,https://scrapeme.live/shop/Togetic/
Natu,£99.00,https://scrapeme.live/wp-content/uploads/2018/08/177-350x350.png,https://scrapeme.live/shop/Natu/
Xatu,£123.00,https://scrapeme.live/wp-content/uploads/2018/08/178-350x350.png,https://scrapeme.live/shop/Xatu/
Mareep,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/179-350x350.png,https://scrapeme.live/shop/Mareep/
Flaaffy,£163.00,https://scrapeme.live/wp-content/uploads/2018/08/180-350x350.png,https://scrapeme.live/shop/Flaaffy/
Ampharos,£41.00,https://scrapeme.live/wp-content/uploads/2018/08/181-350x350.png,https://scrapeme.live/shop/Ampharos/
Bellossom,£25.00,https://scrapeme.live/wp-content/uploads/2018/08/182-350x350.png,https://scrapeme.live/shop/Bellossom/
Marill,£127.00,https://scrapeme.live/wp-content/uploads/2018/08/183-350x350.png,https://scrapeme.live/shop/Marill/
Azumarill,£175.00,https://scrapeme.live/wp-content/uploads/2018/08/184-350x350.png,https://scrapeme.live/shop/Azumarill/
Sudowoodo,£54.00,https://scrapeme.live/wp-content/uploads/2018/08/185-350x350.png,https://scrapeme.live/shop/Sudowoodo/
Politoed,£193.00,https://scrapeme.live/wp-content/uploads/2018/08/186-350x350.png,https://scrapeme.live/shop/Politoed/
Hoppip,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/187-350x350.png,https://scrapeme.live/shop/Hoppip/
Skiploom,£185.00,https://scrapeme.live/wp-content/uploads/2018/08/188-350x350.png,https://scrapeme.live/shop/Skiploom/
Jumpluff,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/189-350x350.png,https://scrapeme.live/shop/Jumpluff/
Aipom,£182.00,https://scrapeme.live/wp-content/uploads/2018/08/190-350x350.png,https://scrapeme.live/shop/Aipom/
Sunkern,£150.00,https://scrapeme.live/wp-content/uploads/2018/08/191-350x350.png,https://scrapeme.live/shop/Sunkern/
Sunflora,£33.00,https://scrapeme.live/wp-content/uploads/2018/08/192-350x350.png,https://scrapeme.live/shop/Sunflora/
Yanma,£130.00,https://scrapeme.live/wp-content/uploads/2018/08/193-350x350.png,https://scrapeme.live/shop/Yanma/
Wooper,£98.00,https://scrapeme.live/wp-content/uploads/2018/08/194-350x350.png,https://scrapeme.live/shop/Wooper/
Quagsire,£37.00,https://scrapeme.live/wp-content/uploads/2018/08/195-350x350.png,https://scrapeme.live/shop/Quagsire/
Espeon,£177.00,https://scrapeme.live/wp-content/uploads/2018/08/196-350x350.png,https://scrapeme.live/shop/Espeon/
Umbreon,£78.00,https://scrapeme.live/wp-content/uploads/2018/08/197-350x350.png,https://scrapeme.live/shop/Umbreon/
Murkrow,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/198-350x350.png,https://scrapeme.live/shop/Murkrow/
Slowking,£174.00,https://scrapeme.live/wp-content/uploads/2018/08/199-350x350.png,https://scrapeme.live/shop/Slowking/
Misdreavus,£33.00,https://scrapeme.live/wp-content/uploads/2018/08/200-350x350.png,https://scrapeme.live/shop/Misdreavus/
Unown,£198.00,https://scrapeme.live/wp-content/uploads/2018/08/201-350x350.png,https://scrapeme.live/shop/Unown/
Wobbuffet,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/202-350x350.png,https://scrapeme.live/shop/Wobbuffet/
Girafarig,£99.00,https://scrapeme.live/wp-content/uploads/2018/08/203-350x350.png,https://scrapeme.live/shop/Girafarig/
Gligar,£112.00,https://scrapeme.live/wp-content/uploads/2018/08/207-350x350.png,https://scrapeme.live/shop/Gligar/
Steelix,£116.00,https://scrapeme.live/wp-content/uploads/2018/08/208-350x350.png,https://scrapeme.live/shop/Steelix/
Snubbull,£63.00,https://scrapeme.live/wp-content/uploads/2018/08/209-350x350.png,https://scrapeme.live/shop/Snubbull/
Granbull,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/210-350x350.png,https://scrapeme.live/shop/Granbull/
Qwilfish,£77.00,https://scrapeme.live/wp-content/uploads/2018/08/211-350x350.png,https://scrapeme.live/shop/Qwilfish/
Scizor,£172.00,https://scrapeme.live/wp-content/uploads/2018/08/212-350x350.png,https://scrapeme.live/shop/Scizor/
Shuckle,£194.00,https://scrapeme.live/wp-content/uploads/2018/08/213-350x350.png,https://scrapeme.live/shop/Shuckle/
Heracross,£143.00,https://scrapeme.live/wp-content/uploads/2018/08/214-350x350.png,https://scrapeme.live/shop/Heracross/
Sneasel,£108.00,https://scrapeme.live/wp-content/uploads/2018/08/215-350x350.png,https://scrapeme.live/shop/Sneasel/
Teddiursa,£173.00,https://scrapeme.live/wp-content/uploads/2018/08/216-350x350.png,https://scrapeme.live/shop/Teddiursa/
Ursaring,£31.00,https://scrapeme.live/wp-content/uploads/2018/08/217-350x350.png,https://scrapeme.live/shop/Ursaring/
Magcargo,£36.00,https://scrapeme.live/wp-content/uploads/2018/08/219-350x350.png,https://scrapeme.live/shop/Magcargo/
Swinub,£132.00,https://scrapeme.live/wp-content/uploads/2018/08/220-350x350.png,https://scrapeme.live/shop/Swinub/
Piloswine,£84.00,https://scrapeme.live/wp-content/uploads/2018/08/221-350x350.png,https://scrapeme.live/shop/Piloswine/
Corsola,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/222-350x350.png,https://scrapeme.live/shop/Corsola/
Remoraid,£122.00,https://scrapeme.live/wp-content/uploads/2018/08/223-350x350.png,https://scrapeme.live/shop/Remoraid/
Octillery,£94.00,https://scrapeme.live/wp-content/uploads/2018/08/224-350x350.png,https://scrapeme.live/shop/Octillery/
Delibird,£121.00,https://scrapeme.live/wp-content/uploads/2018/08/225-350x350.png,https://scrapeme.live/shop/Delibird/
Mantine,£114.00,https://scrapeme.live/wp-content/uploads/2018/08/226-350x350.png,https://scrapeme.live/shop/Mantine/
Skarmory,£199.00,https://scrapeme.live/wp-content/uploads/2018/08/227-350x350.png,https://scrapeme.live/shop/Skarmory/
Houndour,£144.00,https://scrapeme.live/wp-content/uploads/2018/08/228-350x350.png,https://scrapeme.live/shop/Houndour/
Houndoom,£78.00,https://scrapeme.live/wp-content/uploads/2018/08/229-350x350.png,https://scrapeme.live/shop/Houndoom/
